timestamp,channel,signal,peak_to_peak,flags
90,5,17.500000,17.500000,0
91,5,16.250000,16.250000,0
92,5,11.250000,11.250000,0
93,5,1.250000,1.250000,0
94,5,10.000000,10.000000,0
95,5,17.500000,17.500000,0
96,5,16.250000,16.250000,0
97,5,11.250000,11.250000,0
98,5,1.250000,1.250000,0
99,5,10.000000,10.000000,0
100,5,17.500000,17.500000,0
101,5,16.250000,16.250000,0
102,5,11.250000,11.250000,0
103,5,1.250000,1.250000,0
104,5,10.000000,10.000000,0
105,5,17.500000,17.500000,0
106,5,16.250000,16.250000,0
107,5,11.250000,11.250000,0
108,5,1.250000,1.250000,0
109,5,10.000000,10.000000,0
110,5,17.500000,17.500000,0
111,5,16.250000,16.250000,0
112,5,10.000000,10.000000,0
113,5,1.250000,1.250000,0
114,5,11.250000,11.250000,0
115,5,17.500000,17.500000,0
116,5,16.250000,16.250000,0
117,5,10.000000,10.000000,0
118,5,1.250000,1.250000,0
119,5,11.250000,11.250000,0
120,5,17.500000,17.500000,0
121,5,16.250000,16.250000,0
122,5,10.000000,10.000000,0
123,5,1.250000,1.250000,0
124,5,10.000000,10.000000,0
125,5,17.500000,17.500000,0
126,5,16.250000,16.250000,0
127,5,10.000000,10.000000,0
128,5,2.500000,2.500000,0
129,5,10.000000,10.000000,0
130,5,17.500000,17.500000,0
131,5,16.250000,16.250000,0
132,5,10.000000,10.000000,0
133,5,1.250000,1.250000,0
134,5,10.000000,10.000000,0
135,5,17.500000,17.500000,0
136,5,16.250000,16.250000,0
137,5,10.000000,10.000000,0
138,5,1.250000,1.250000,0
139,5,10.000000,10.000000,0
140,5,17.500000,17.500000,0
141,5,16.250000,16.250000,0
142,5,10.000000,10.000000,0
143,5,1.250000,1.250000,0
144,5,10.000000,10.000000,0
145,5,17.500000,17.500000,0
146,5,16.250000,16.250000,0
147,5,10.000000,10.000000,0
148,5,1.250000,1.250000,0
149,5,10.000000,10.000000,0
150,5,17.500000,17.500000,0
151,5,16.250000,16.250000,0
152,5,10.000000,10.000000,0
153,5,1.250000,1.250000,0
154,5,10.000000,10.000000,0
155,5,17.500000,17.500000,0
156,5,16.250000,16.250000,0
157,5,10.000000,10.000000,0
158,5,1.250000,1.250000,0
159,5,10.000000,10.000000,0
160,5,17.500000,17.500000,0
161,5,16.250000,16.250000,0
162,5,10.000000,10.000000,0
163,5,1.250000,1.250000,0
164,5,10.000000,10.000000,0
165,5,17.500000,17.500000,0
166,5,16.250000,16.250000,0
167,5,10.000000,10.000000,0
168,5,1.250000,1.250000,0
169,5,10.000000,10.000000,0
170,5,17.500000,17.500000,0
171,5,16.250000,16.250000,0
172,5,10.000000,10.000000,0
173,5,2.500000,2.500000,0
174,5,10.000000,10.000000,0
175,5,17.500000,17.500000,0
176,5,16.250000,16.250000,0
177,5,10.000000,10.000000,0
178,5,2.500000,2.500000,0
179,5,11.250000,11.250000,0
180,5,17.500000,17.500000,0
181,5,16.250000,16.250000,0
182,5,10.000000,10.000000,0
183,5,1.250000,1.250000,0
184,5,11.250000,11.250000,0
185,5,17.500000,17.500000,0
186,5,16.250000,16.250000,0
187,5,11.250000,11.250000,0
188,5,1.250000,1.250000,0
189,5,10.000000,10.000000,0
190,5,17.500000,17.500000,0
191,5,16.250000,16.250000,0
192,5,11.250000,11.250000,0
193,5,1.250000,1.250000,0
194,5,10.000000,10.000000,0
195,5,17.500000,17.500000,0
196,5,16.250000,16.250000,0
197,5,11.250000,11.250000,0
198,5,1.250000,1.250000,0
199,5,10.000000,10.000000,0
200,5,17.500000,17.500000,0
201,5,17.500000,17.500000,0
202,5,11.250000,11.250000,0
203,5,2.500000,2.500000,0
204,5,10.000000,10.000000,0
205,5,17.500000,17.500000,0
206,5,17.500000,17.500000,0
207,5,11.250000,11.250000,0
208,5,1.250000,1.250000,0
209,5,11.250000,11.250000,0
210,5,17.500000,17.500000,0
211,5,17.500000,17.500000,0
212,5,11.250000,11.250000,0
213,5,1.250000,1.250000,0
214,5,11.250000,11.250000,0
215,5,18.750000,18.750000,0
216,5,17.500000,17.500000,0
217,5,11.250000,11.250000,0
218,5,1.250000,1.250000,0
219,5,11.250000,11.250000,0
220,5,18.750000,18.750000,0
221,5,17.500000,17.500000,0
222,5,11.250000,11.250000,0
223,5,2.500000,2.500000,0
224,5,10.000000,10.000000,0
225,5,18.750000,18.750000,0
226,5,17.500000,17.500000,0
227,5,11.250000,11.250000,0
228,5,1.250000,1.250000,0
229,5,11.250000,11.250000,0
230,5,18.750000,18.750000,0
231,5,17.500000,17.500000,0
232,5,12.500000,12.500000,0
233,5,1.250000,1.250000,0
234,5,11.250000,11.250000,0
235,5,18.750000,18.750000,0
236,5,18.750000,18.750000,0
237,5,12.500000,12.500000,0
238,5,1.250000,1.250000,0
239,5,11.250000,11.250000,0
240,5,18.750000,18.750000,0
241,5,18.750000,18.750000,0
242,5,12.500000,12.500000,0
243,5,2.500000,2.500000,0
244,5,11.250000,11.250000,0
245,5,20.000000,20.000000,0
246,5,18.750000,18.750000,0
247,5,11.250000,11.250000,0
248,5,1.250000,1.250000,0
249,5,12.500000,12.500000,0
250,5,20.000000,20.000000,0
251,5,18.750000,18.750000,0
252,5,11.250000,11.250000,0
253,5,1.250000,1.250000,0
254,5,12.500000,12.500000,0
255,5,20.000000,20.000000,0
256,5,18.750000,18.750000,0
257,5,12.500000,12.500000,0
258,5,1.250000,1.250000,0
259,5,11.250000,11.250000,0
260,5,20.000000,20.000000,0
261,5,18.750000,18.750000,0
262,5,12.500000,12.500000,0
263,5,1.250000,1.250000,0
264,5,11.250000,11.250000,0
265,5,20.000000,20.000000,0
266,5,18.750000,18.750000,0
267,5,12.500000,12.500000,0
268,5,1.250000,1.250000,0
269,5,11.250000,11.250000,0
270,5,20.000000,20.000000,0
271,5,18.750000,18.750000,0
272,5,12.500000,12.500000,0
273,5,1.250000,1.250000,0
274,5,11.250000,11.250000,0
275,5,20.000000,20.000000,0
276,5,18.750000,18.750000,0
277,5,12.500000,12.500000,0
278,5,1.250000,1.250000,0
279,5,11.250000,11.250000,0
280,5,20.000000,20.000000,0
281,5,18.750000,18.750000,0
282,5,12.500000,12.500000,0
283,5,1.250000,1.250000,0
284,5,11.250000,11.250000,0
285,5,20.000000,20.000000,0
286,5,18.750000,18.750000,0
287,5,12.500000,12.500000,0
288,5,1.250000,1.250000,0
289,5,11.250000,11.250000,0
290,5,20.000000,20.000000,0
291,5,18.750000,18.750000,0
292,5,12.500000,12.500000,0
293,5,1.250000,1.250000,0
294,5,12.500000,12.500000,0
295,5,20.000000,20.000000,0
296,5,18.750000,18.750000,0
297,5,11.250000,11.250000,0
298,5,1.250000,1.250000,0
299,5,12.500000,12.500000,0
300,5,20.000000,20.000000,0
301,5,18.750000,18.750000,0
302,5,11.250000,11.250000,0
303,5,1.250000,1.250000,0
304,5,12.500000,12.500000,0
305,5,20.000000,20.000000,0
306,5,18.750000,18.750000,0
307,5,11.250000,11.250000,0
308,5,2.500000,2.500000,0
309,5,11.250000,11.250000,0
310,5,18.750000,18.750000,0
311,5,18.750000,18.750000,0
312,5,12.500000,12.500000,0
313,5,1.250000,1.250000,0
314,5,11.250000,11.250000,0
315,5,18.750000,18.750000,0
316,5,18.750000,18.750000,0
317,5,12.500000,12.500000,0
318,5,1.250000,1.250000,0
319,5,11.250000,11.250000,0
320,5,18.750000,18.750000,0
321,5,17.500000,17.500000,0
322,5,11.250000,11.250000,0
323,5,1.250000,1.250000,0
324,5,11.250000,11.250000,0
325,5,18.750000,18.750000,0
326,5,17.500000,17.500000,0
327,5,11.250000,11.250000,0
328,5,1.250000,1.250000,0
329,5,11.250000,11.250000,0
330,5,18.750000,18.750000,0
331,5,17.500000,17.500000,0
332,5,11.250000,11.250000,0
333,5,1.250000,1.250000,0
334,5,11.250000,11.250000,0
335,5,17.500000,17.500000,0
336,5,17.500000,17.500000,0
337,5,11.250000,11.250000,0
338,5,1.250000,1.250000,0
339,5,10.000000,10.000000,0
340,5,17.500000,17.500000,0
341,5,17.500000,17.500000,0
342,5,11.250000,11.250000,0
343,5,1.250000,1.250000,0
344,5,10.000000,10.000000,0
345,5,17.500000,17.500000,0
346,5,16.250000,16.250000,0
347,5,11.250000,11.250000,0
348,5,1.250000,1.250000,0
349,5,11.250000,11.250000,0
350,5,17.500000,17.500000,0
351,5,16.250000,16.250000,0
352,5,10.000000,10.000000,0
353,5,2.500000,2.500000,0
354,5,10.000000,10.000000,0
355,5,17.500000,17.500000,0
356,5,16.250000,16.250000,0
357,5,11.250000,11.250000,0
358,5,1.250000,1.250000,0
359,5,10.000000,10.000000,0
360,5,16.250000,16.250000,0
361,5,16.250000,16.250000,0
362,5,10.000000,10.000000,0
363,5,1.250000,1.250000,0
364,5,10.000000,10.000000,0
365,5,16.250000,16.250000,0
366,5,15.000001,15.000001,0
367,5,10.000000,10.000000,0
368,5,1.250000,1.250000,0
369,5,10.000000,10.000000,0
370,5,16.250000,16.250000,0
371,5,15.000001,15.000001,0
372,5,10.000000,10.000000,0
373,5,1.250000,1.250000,0
374,5,10.000000,10.000000,0
375,5,16.250000,16.250000,0
376,5,15.000001,15.000001,0
377,5,8.750000,8.750000,0
378,5,1.250000,1.250000,0
379,5,8.750000,8.750000,0
380,5,15.000001,15.000001,0
381,5,15.000001,15.000001,0
382,5,10.000000,10.000000,0
383,5,1.250000,1.250000,0
384,5,8.750000,8.750000,0
385,5,15.000001,15.000001,0
386,5,15.000001,15.000001,0
387,5,10.000000,10.000000,0
388,5,1.250000,1.250000,0
389,5,8.750000,8.750000,0
390,5,15.000001,15.000001,0
391,5,13.750000,13.750000,0
392,5,8.750000,8.750000,0
393,5,1.250000,1.250000,0
394,5,10.000000,10.000000,0
395,5,15.000001,15.000001,0
396,5,13.750000,13.750000,0
397,5,8.750000,8.750000,0
398,5,1.250000,1.250000,0
399,5,8.750000,8.750000,0
400,5,15.000001,15.000001,0
401,5,13.750000,13.750000,0
402,5,8.750000,8.750000,0
403,5,1.250000,1.250000,0
404,5,8.750000,8.750000,0
405,5,15.000001,15.000001,0
406,5,13.750000,13.750000,0
407,5,8.750000,8.750000,0
408,5,1.250000,1.250000,0
409,5,8.750000,8.750000,0
410,5,13.750000,13.750000,0
411,5,13.750000,13.750000,0
412,5,10.000000,10.000000,0
413,5,1.250000,1.250000,0
414,5,8.750000,8.750000,0
415,5,13.750000,13.750000,0
416,5,13.750000,13.750000,0
417,5,8.750000,8.750000,0
418,5,1.250000,1.250000,0
419,5,8.750000,8.750000,0
420,5,13.750000,13.750000,0
421,5,13.750000,13.750000,0
422,5,8.750000,8.750000,0
423,5,0.000000,0.000000,0
424,5,7.500000,7.500000,0
425,5,13.750000,13.750000,0
426,5,13.750000,13.750000,0
427,5,8.750000,8.750000,0
428,5,1.250000,1.250000,0
429,5,7.500000,7.500000,0
430,5,13.750000,13.750000,0
431,5,13.750000,13.750000,0
432,5,8.750000,8.750000,0
433,5,1.250000,1.250000,0
434,5,7.500000,7.500000,0
435,5,13.750000,13.750000,0
436,5,13.750000,13.750000,0
437,5,8.750000,8.750000,0
438,5,1.250000,1.250000,0
439,5,7.500000,7.500000,0
440,5,13.750000,13.750000,0
441,5,13.750000,13.750000,0
442,5,8.750000,8.750000,0
443,5,1.250000,1.250000,0
444,5,7.500000,7.500000,0
445,5,13.750000,13.750000,0
446,5,13.750000,13.750000,0
447,5,8.750000,8.750000,0
448,5,1.250000,1.250000,0
449,5,7.500000,7.500000,0
450,5,13.750000,13.750000,0
451,5,13.750000,13.750000,0
452,5,8.750000,8.750000,0
453,5,1.250000,1.250000,0
454,5,7.500000,7.500000,0
455,5,13.750000,13.750000,0
456,5,13.750000,13.750000,0
457,5,8.750000,8.750000,0
458,5,1.250000,1.250000,0
459,5,7.500000,7.500000,0
460,5,13.750000,13.750000,0
461,5,13.750000,13.750000,0
462,5,8.750000,8.750000,0
463,5,1.250000,1.250000,0
464,5,8.750000,8.750000,0
465,5,13.750000,13.750000,0
466,5,13.750000,13.750000,0
467,5,8.750000,8.750000,0
468,5,1.250000,1.250000,0
469,5,8.750000,8.750000,0
470,5,13.750000,13.750000,0
471,5,13.750000,13.750000,0
472,5,8.750000,8.750000,0
473,5,1.250000,1.250000,0
474,5,8.750000,8.750000,0
475,5,13.750000,13.750000,0
476,5,13.750000,13.750000,0
477,5,8.750000,8.750000,0
478,5,1.250000,1.250000,0
479,5,8.750000,8.750000,0
480,5,13.750000,13.750000,0
481,5,13.750000,13.750000,0
482,5,10.000000,10.000000,0
483,5,1.250000,1.250000,0
484,5,8.750000,8.750000,0
485,5,13.750000,13.750000,0
486,5,13.750000,13.750000,0
487,5,10.000000,10.000000,0
488,5,1.250000,1.250000,0
489,5,8.750000,8.750000,0
490,5,13.750000,13.750000,0
491,5,13.750000,13.750000,0
492,5,10.000000,10.000000,0
493,5,1.250000,1.250000,0
494,5,8.750000,8.750000,0
495,5,13.750000,13.750000,0
496,5,13.750000,13.750000,0
497,5,10.000000,10.000000,0
498,5,1.250000,1.250000,0
499,5,8.750000,8.750000,0
500,5,13.750000,13.750000,0
501,5,13.750000,13.750000,0
502,5,10.000000,10.000000,0
503,5,1.250000,1.250000,0
504,5,8.750000,8.750000,0
505,5,13.750000,13.750000,0
506,5,13.750000,13.750000,0
507,5,10.000000,10.000000,0
508,5,1.250000,1.250000,0
509,5,8.750000,8.750000,0
510,5,13.750000,13.750000,0
511,5,13.750000,13.750000,0
512,5,10.000000,10.000000,0
513,5,1.250000,1.250000,0
514,5,8.750000,8.750000,0
515,5,13.750000,13.750000,0
516,5,13.750000,13.750000,0
517,5,8.750000,8.750000,0
518,5,1.250000,1.250000,0
519,5,8.750000,8.750000,0
520,5,13.750000,13.750000,0
521,5,13.750000,13.750000,0
522,5,8.750000,8.750000,0
523,5,1.250000,1.250000,0
524,5,8.750000,8.750000,0
525,5,13.750000,13.750000,0
526,5,13.750000,13.750000,0
527,5,8.750000,8.750000,0
528,5,1.250000,1.250000,0
529,5,7.500000,7.500000,0
530,5,13.750000,13.750000,0
531,5,13.750000,13.750000,0
532,5,8.750000,8.750000,0
533,5,1.250000,1.250000,0
534,5,7.500000,7.500000,0
535,5,13.750000,13.750000,0
536,5,12.500000,12.500000,0
537,5,8.750000,8.750000,0
538,5,1.250000,1.250000,0
539,5,8.750000,8.750000,0
540,5,13.750000,13.750000,0
541,5,12.500000,12.500000,0
542,5,8.750000,8.750000,0
543,5,1.250000,1.250000,0
544,5,8.750000,8.750000,0
545,5,13.750000,13.750000,0
546,5,12.500000,12.500000,0
547,5,7.500000,7.500000,0
548,5,0.000000,0.000000,0
549,5,8.750000,8.750000,0
550,5,13.750000,13.750000,0
551,5,12.500000,12.500000,0
552,5,7.500000,7.500000,0
553,5,1.250000,1.250000,0
554,5,7.500000,7.500000,0
555,5,12.500000,12.500000,0
556,5,12.500000,12.500000,0
557,5,8.750000,8.750000,0
558,5,1.250000,1.250000,0
559,5,7.500000,7.500000,0
560,5,12.500000,12.500000,0
561,5,12.500000,12.500000,0
562,5,8.750000,8.750000,0
563,5,1.250000,1.250000,0
564,5,7.500000,7.500000,0
565,5,12.500000,12.500000,0
566,5,12.500000,12.500000,0
567,5,7.500000,7.500000,0
568,5,1.250000,1.250000,0
569,5,7.500000,7.500000,0
570,5,12.500000,12.500000,0
571,5,11.250000,11.250000,0
572,5,7.500000,7.500000,0
573,5,1.250000,1.250000,0
574,5,7.500000,7.500000,0
575,5,12.500000,12.500000,0
576,5,11.250000,11.250000,0
577,5,7.500000,7.500000,0
578,5,0.000000,0.000000,0
579,5,7.500000,7.500000,0
580,5,11.250000,11.250000,0
581,5,11.250000,11.250000,0
582,5,7.500000,7.500000,0
583,5,1.250000,1.250000,0
584,5,6.250000,6.250000,0
585,5,11.250000,11.250000,0
586,5,11.250000,11.250000,0
587,5,7.500000,7.500000,0
588,5,1.250000,1.250000,0
589,5,7.500000,7.500000,0
590,5,11.250000,11.250000,0
591,5,10.000000,10.000000,0
592,5,6.250000,6.250000,0
593,5,0.000000,0.000000,0
594,5,7.500000,7.500000,0
595,5,11.250000,11.250000,0
596,5,10.000000,10.000000,0
597,5,6.250000,6.250000,0
598,5,1.250000,1.250000,0
599,5,6.250000,6.250000,0
600,5,11.250000,11.250000,0
601,5,10.000000,10.000000,0
602,5,7.500000,7.500000,0
603,5,1.250000,1.250000,0
604,5,6.250000,6.250000,0
605,5,10.000000,10.000000,0
606,5,10.000000,10.000000,0
607,5,7.500000,7.500000,0
608,5,0.000000,0.000000,0
609,5,6.250000,6.250000,0
610,5,10.000000,10.000000,0
611,5,10.000000,10.000000,0
612,5,6.250000,6.250000,0
613,5,1.250000,1.250000,0
614,5,6.250000,6.250000,0
615,5,10.000000,10.000000,0
616,5,10.000000,10.000000,0
617,5,6.250000,6.250000,0
618,5,1.250000,1.250000,0
619,5,6.250000,6.250000,0
620,5,10.000000,10.000000,0
621,5,8.750000,8.750000,0
622,5,6.250000,6.250000,0
623,5,1.250000,1.250000,0
624,5,6.250000,6.250000,0
625,5,10.000000,10.000000,0
626,5,8.750000,8.750000,0
627,5,5.000000,5.000000,0
628,5,0.000000,0.000000,0
629,5,6.250000,6.250000,0
630,5,10.000000,10.000000,0
631,5,8.750000,8.750000,0
632,5,5.000000,5.000000,0
633,5,1.250000,1.250000,0
634,5,5.000000,5.000000,0
635,5,8.750000,8.750000,0
636,5,8.750000,8.750000,0
637,5,6.250000,6.250000,0
638,5,1.250000,1.250000,0
639,5,5.000000,5.000000,0
640,5,8.750000,8.750000,0
641,5,8.750000,8.750000,0
642,5,6.250000,6.250000,0
643,5,1.250000,1.250000,0
644,5,5.000000,5.000000,0
645,5,8.750000,8.750000,0
646,5,8.750000,8.750000,0
647,5,6.250000,6.250000,0
648,5,1.250000,1.250000,0
649,5,5.000000,5.000000,0
650,5,8.750000,8.750000,0
651,5,8.750000,8.750000,0
652,5,6.250000,6.250000,0
653,5,1.250000,1.250000,0
654,5,5.000000,5.000000,0
655,5,8.750000,8.750000,0
656,5,8.750000,8.750000,0
657,5,6.250000,6.250000,0
658,5,1.250000,1.250000,0
659,5,5.000000,5.000000,0
660,5,8.750000,8.750000,0
661,5,8.750000,8.750000,0
662,5,6.250000,6.250000,0
663,5,1.250000,1.250000,0
664,5,5.000000,5.000000,0
665,5,8.750000,8.750000,0
666,5,8.750000,8.750000,0
667,5,6.250000,6.250000,0
668,5,1.250000,1.250000,0
669,5,5.000000,5.000000,0
670,5,8.750000,8.750000,0
671,5,8.750000,8.750000,0
672,5,6.250000,6.250000,0
673,5,1.250000,1.250000,0
674,5,5.000000,5.000000,0
675,5,8.750000,8.750000,0
676,5,8.750000,8.750000,0
677,5,5.000000,5.000000,0
678,5,0.000000,0.000000,0
679,5,6.250000,6.250000,0
680,5,10.000000,10.000000,0
681,5,8.750000,8.750000,0
682,5,6.250000,6.250000,0
683,5,0.000000,0.000000,0
684,5,6.250000,6.250000,0
685,5,10.000000,10.000000,0
686,5,8.750000,8.750000,0
687,5,6.250000,6.250000,0
688,5,1.250000,1.250000,0
689,5,6.250000,6.250000,0
690,5,10.000000,10.000000,0
691,5,10.000000,10.000000,0
692,5,6.250000,6.250000,0
693,5,1.250000,1.250000,0
694,5,6.250000,6.250000,0
695,5,10.000000,10.000000,0
696,5,10.000000,10.000000,0
697,5,6.250000,6.250000,0
698,5,1.250000,1.250000,0
699,5,5.000000,5.000000,0
700,5,10.000000,10.000000,0
701,5,10.000000,10.000000,0
702,5,7.500000,7.500000,0
703,5,0.000000,0.000000,0
704,5,6.250000,6.250000,0
705,5,10.000000,10.000000,0
706,5,10.000000,10.000000,0
707,5,7.500000,7.500000,0
708,5,1.250000,1.250000,0
709,5,6.250000,6.250000,0
710,5,11.250000,11.250000,0
711,5,10.000000,10.000000,0
712,5,6.250000,6.250000,0
713,5,1.250000,1.250000,0
714,5,6.250000,6.250000,0
715,5,11.250000,11.250000,0
716,5,10.000000,10.000000,0
717,5,6.250000,6.250000,0
718,5,0.000000,0.000000,0
719,5,7.500000,7.500000,0
720,5,11.250000,11.250000,0
721,5,11.250000,11.250000,0
722,5,7.500000,7.500000,0
723,5,1.250000,1.250000,0
724,5,7.500000,7.500000,0
725,5,11.250000,11.250000,0
726,5,11.250000,11.250000,0
727,5,7.500000,7.500000,0
728,5,1.250000,1.250000,0
729,5,6.250000,6.250000,0
730,5,11.250000,11.250000,0
731,5,11.250000,11.250000,0
732,5,7.500000,7.500000,0
733,5,1.250000,1.250000,0
734,5,7.500000,7.500000,0
735,5,11.250000,11.250000,0
736,5,11.250000,11.250000,0
737,5,8.750000,8.750000,0
738,5,1.250000,1.250000,0
739,5,7.500000,7.500000,0
740,5,12.500000,12.500000,0
741,5,11.250000,11.250000,0
742,5,7.500000,7.500000,0
743,5,1.250000,1.250000,0
744,5,7.500000,7.500000,0
745,5,12.500000,12.500000,0
746,5,11.250000,11.250000,0
747,5,7.500000,7.500000,0
748,5,1.250000,1.250000,0
749,5,7.500000,7.500000,0
750,5,12.500000,12.500000,0
751,5,11.250000,11.250000,0
752,5,7.500000,7.500000,0
753,5,1.250000,1.250000,0
754,5,7.500000,7.500000,0
755,5,12.500000,12.500000,0
756,5,12.500000,12.500000,0
757,5,7.500000,7.500000,0
758,5,1.250000,1.250000,0
759,5,7.500000,7.500000,0
760,5,12.500000,12.500000,0
761,5,12.500000,12.500000,0
762,5,8.750000,8.750000,0
763,5,1.250000,1.250000,0
764,5,7.500000,7.500000,0
765,5,12.500000,12.500000,0
766,5,12.500000,12.500000,0
767,5,8.750000,8.750000,0
768,5,1.250000,1.250000,0
769,5,7.500000,7.500000,0
770,5,12.500000,12.500000,0
771,5,12.500000,12.500000,0
772,5,8.750000,8.750000,0
773,5,1.250000,1.250000,0
774,5,7.500000,7.500000,0
775,5,12.500000,12.500000,0
776,5,12.500000,12.500000,0
777,5,8.750000,8.750000,0
778,5,1.250000,1.250000,0
779,5,7.500000,7.500000,0
780,5,12.500000,12.500000,0
781,5,12.500000,12.500000,0
782,5,8.750000,8.750000,0
783,5,1.250000,1.250000,0
784,5,7.500000,7.500000,0
785,5,12.500000,12.500000,0
786,5,12.500000,12.500000,0
787,5,8.750000,8.750000,0
788,5,1.250000,1.250000,0
789,5,7.500000,7.500000,0
790,5,12.500000,12.500000,0
791,5,12.500000,12.500000,0
792,5,8.750000,8.750000,0
793,5,1.250000,1.250000,0
794,5,7.500000,7.500000,0
795,5,12.500000,12.500000,0
796,5,12.500000,12.500000,0
797,5,8.750000,8.750000,0
798,5,1.250000,1.250000,0
799,5,7.500000,7.500000,0
800,5,12.500000,12.500000,0
801,5,12.500000,12.500000,0
802,5,8.750000,8.750000,0
803,5,1.250000,1.250000,0
804,5,7.500000,7.500000,0
805,5,12.500000,12.500000,0
806,5,12.500000,12.500000,0
807,5,8.750000,8.750000,0
808,5,1.250000,1.250000,0
809,5,7.500000,7.500000,0
810,5,12.500000,12.500000,0
811,5,12.500000,12.500000,0
812,5,8.750000,8.750000,0
813,5,1.250000,1.250000,0
814,5,7.500000,7.500000,0
815,5,12.500000,12.500000,0
816,5,12.500000,12.500000,0
817,5,8.750000,8.750000,0
818,5,1.250000,1.250000,0
819,5,7.500000,7.500000,0
820,5,12.500000,12.500000,0
821,5,12.500000,12.500000,0
822,5,8.750000,8.750000,0
823,5,1.250000,1.250000,0
824,5,7.500000,7.500000,0
825,5,12.500000,12.500000,0
826,5,12.500000,12.500000,0
827,5,8.750000,8.750000,0
828,5,1.250000,1.250000,0
829,5,7.500000,7.500000,0
830,5,12.500000,12.500000,0
831,5,12.500000,12.500000,0
832,5,8.750000,8.750000,0
833,5,1.250000,1.250000,0
834,5,7.500000,7.500000,0
835,5,12.500000,12.500000,0
836,5,12.500000,12.500000,0
837,5,8.750000,8.750000,0
838,5,1.250000,1.250000,0
839,5,7.500000,7.500000,0
840,5,12.500000,12.500000,0
841,5,12.500000,12.500000,0
842,5,8.750000,8.750000,0
843,5,1.250000,1.250000,0
844,5,7.500000,7.500000,0
845,5,12.500000,12.500000,0
846,5,12.500000,12.500000,0
847,5,7.500000,7.500000,0
848,5,1.250000,1.250000,0
849,5,7.500000,7.500000,0
850,5,12.500000,12.500000,0
851,5,12.500000,12.500000,0
852,5,7.500000,7.500000,0
853,5,0.000000,0.000000,0
854,5,7.500000,7.500000,0
855,5,12.500000,12.500000,0
856,5,12.500000,12.500000,0
857,5,7.500000,7.500000,0
858,5,0.000000,0.000000,0
859,5,7.500000,7.500000,0
860,5,12.500000,12.500000,0
861,5,12.500000,12.500000,0
862,5,7.500000,7.500000,0
863,5,0.000000,0.000000,0
864,5,7.500000,7.500000,0
865,5,12.500000,12.500000,0
866,5,12.500000,12.500000,0
867,5,7.500000,7.500000,0
868,5,0.000000,0.000000,0
869,5,7.500000,7.500000,0
870,5,12.500000,12.500000,0
871,5,12.500000,12.500000,0
872,5,7.500000,7.500000,0
